employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
469,Technology,region_2,Bachelor's,f,sourcing,1,57,3,19,0,81,no_promoted
44703,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,4,9,0,51,no_promoted
14847,Sales & Marketing,region_20,Bachelor's,m,other,1,28,3,3,0,48,no_promoted
43689,Analytics,region_12,Bachelor's,m,sourcing,2,33,4,3,0,86,no_promoted
72157,Analytics,region_2,Bachelor's,m,sourcing,1,41,3,3,0,86,no_promoted
74579,Operations,region_2,Below Secondary,m,other,2,26,,1,0,,no_promoted
51544,Procurement,region_12,Bachelor's,f,other,1,32,5,5,1,84,promoted
5128,Operations,region_2,,m,other,1,48,3,8,0,57,no_promoted
37952,Operations,region_26,Master's & above,m,other,1,41,3,7,0,58,no_promoted
39914,Technology,region_2,Master's & above,m,other,1,31,5,4,0,82,no_promoted
74332,Sales & Marketing,region_26,Bachelor's,m,other,1,37,4,5,0,54,no_promoted
42886,Analytics,region_29,Bachelor's,m,other,1,30,1,4,0,84,no_promoted
53988,Finance,region_2,Below Secondary,m,other,1,26,5,2,0,60,no_promoted
49775,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,44,5,11,0,42,no_promoted
66965,Operations,region_7,Bachelor's,f,sourcing,1,44,3,10,0,60,no_promoted
70197,R&D,region_22,Master's & above,m,other,1,30,4,2,0,96,promoted
66210,Operations,region_22,Below Secondary,m,other,1,24,3,2,0,59,no_promoted
71008,Sales & Marketing,region_27,Bachelor's,m,other,1,40,1,10,0,49,no_promoted
52132,Technology,region_11,Master's & above,m,other,1,32,3,5,0,80,no_promoted
72604,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,40,5,7,0,53,no_promoted
66802,Technology,region_7,Below Secondary,f,other,2,24,4,3,0,78,no_promoted
55730,Sales & Marketing,region_26,Bachelor's,m,other,1,45,4,15,0,64,promoted
8284,Sales & Marketing,region_2,Bachelor's,f,other,1,34,5,5,0,60,promoted
69715,Operations,region_2,,f,other,1,58,4,18,0,60,no_promoted
36117,Technology,region_24,Bachelor's,m,sourcing,1,35,3,7,0,82,no_promoted
56139,Sales & Marketing,region_16,,m,other,1,24,4,2,0,51,no_promoted
15924,Sales & Marketing,region_23,Bachelor's,m,other,1,35,2,8,0,48,no_promoted
41776,Technology,region_23,Bachelor's,m,sourcing,1,31,1,2,0,81,no_promoted
25949,Operations,region_29,Bachelor's,m,other,1,33,3,5,0,60,no_promoted
51509,HR,region_2,Master's & above,f,sourcing,1,44,3,14,0,47,no_promoted
36936,Sales & Marketing,region_28,,m,other,1,24,2,2,0,52,promoted
25572,Procurement,region_2,Bachelor's,m,other,2,34,2,10,0,69,no_promoted
11337,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,37,5,2,0,54,no_promoted
34965,Operations,region_26,Bachelor's,m,other,2,31,3,4,0,63,no_promoted
38318,Procurement,region_19,Bachelor's,m,other,1,32,3,8,0,69,no_promoted
60969,Operations,region_2,Bachelor's,f,other,1,33,5,7,0,57,no_promoted
72765,Operations,region_2,,f,sourcing,1,53,3,11,0,57,no_promoted
16951,Operations,region_22,Bachelor's,m,sourcing,2,37,5,4,0,57,no_promoted
54416,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,2,5,0,49,no_promoted
4585,Analytics,region_15,Bachelor's,m,sourcing,1,35,5,3,0,81,no_promoted
64140,Technology,region_11,Bachelor's,m,sourcing,1,32,3,4,0,80,no_promoted
35746,Operations,region_15,Bachelor's,m,sourcing,1,45,3,9,0,,no_promoted
6587,Procurement,region_13,Bachelor's,m,other,1,29,,1,0,69,no_promoted
1901,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,31,3,4,0,53,no_promoted
56849,Technology,region_15,Bachelor's,m,sourcing,2,34,3,8,0,80,no_promoted
56233,Analytics,region_22,Bachelor's,f,other,1,24,,1,0,86,no_promoted
15844,Operations,region_3,Master's & above,f,other,1,31,5,7,0,59,no_promoted
1497,Sales & Marketing,region_10,Master's & above,f,other,1,37,3,6,0,47,no_promoted
11488,Sales & Marketing,region_7,Master's & above,m,other,1,42,3,12,0,48,no_promoted
59616,Procurement,region_4,Master's & above,m,other,1,40,3,6,0,72,no_promoted
9002,Operations,region_2,Bachelor's,m,sourcing,1,37,5,5,0,64,no_promoted
63753,Operations,region_22,Bachelor's,m,other,1,50,3,8,0,57,no_promoted
9192,Operations,region_21,Bachelor's,m,other,1,28,,1,0,,no_promoted
30143,HR,region_2,Master's & above,f,referred,1,57,3,13,0,53,no_promoted
23360,Sales & Marketing,region_28,Master's & above,m,other,2,42,2,10,0,46,no_promoted
53301,Operations,region_2,Master's & above,m,sourcing,1,34,3,8,0,,no_promoted
29073,Operations,region_2,Bachelor's,f,sourcing,1,34,5,8,0,54,no_promoted
36460,Operations,region_13,Bachelor's,m,other,1,29,,1,0,62,no_promoted
3171,Operations,region_4,Master's & above,f,referred,1,32,4,7,0,59,no_promoted
55062,Operations,region_7,Bachelor's,f,sourcing,1,27,5,2,0,,no_promoted
64798,Analytics,region_22,Bachelor's,m,other,3,30,,1,0,83,no_promoted
7908,Technology,region_33,Master's & above,m,other,1,46,3,17,0,83,no_promoted
70048,Sales & Marketing,region_1,Master's & above,m,other,1,37,3,10,0,49,promoted
63757,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,48,4,13,0,52,no_promoted
19046,Technology,region_2,Bachelor's,m,other,1,40,5,12,0,84,no_promoted
37427,Technology,region_20,Bachelor's,m,other,1,32,3,6,0,73,no_promoted
58138,Sales & Marketing,region_20,Bachelor's,m,other,1,33,1,7,0,48,no_promoted
68064,Procurement,region_23,Bachelor's,f,other,1,35,3,6,0,66,no_promoted
6711,Sales & Marketing,region_6,,m,sourcing,1,23,3,2,0,51,no_promoted
51002,Analytics,region_15,Master's & above,m,other,1,32,3,4,0,86,no_promoted
5132,Operations,region_2,Bachelor's,m,sourcing,4,31,3,6,0,59,no_promoted
15801,Operations,region_26,Bachelor's,f,other,1,40,4,13,0,60,no_promoted
47265,Procurement,region_2,Master's & above,m,other,1,43,2,7,0,70,no_promoted
26798,Operations,region_32,Master's & above,m,other,1,38,3,6,0,60,no_promoted
72203,Sales & Marketing,region_7,Bachelor's,m,other,1,36,5,8,0,49,no_promoted
46862,Procurement,region_7,Master's & above,m,other,1,49,5,20,0,65,no_promoted
75629,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,32,1,4,0,50,no_promoted
10452,Analytics,region_2,Bachelor's,m,other,2,26,3,2,0,91,no_promoted
37017,Analytics,region_7,Bachelor's,m,sourcing,1,55,3,18,0,87,no_promoted
76427,HR,region_22,Master's & above,f,other,1,35,3,5,0,50,no_promoted
46925,Operations,region_9,Master's & above,f,other,1,36,4,6,0,59,no_promoted
43828,Sales & Marketing,region_30,Bachelor's,m,other,1,29,5,4,0,,no_promoted
58383,Procurement,region_4,Bachelor's,m,other,1,46,3,19,0,72,no_promoted
20660,R&D,region_27,Bachelor's,m,sourcing,2,30,3,4,0,84,no_promoted
46166,Sales & Marketing,region_2,Bachelor's,m,other,1,51,5,19,0,40,no_promoted
11123,Sales & Marketing,region_29,Master's & above,m,other,1,37,3,7,0,54,no_promoted
67946,Analytics,region_32,,m,other,1,27,3,2,0,88,no_promoted
41763,Sales & Marketing,region_26,,m,other,1,43,1,4,0,49,no_promoted
40628,HR,region_32,Bachelor's,f,other,1,31,3,7,0,51,no_promoted
61482,Operations,region_7,Master's & above,f,sourcing,2,38,4,9,0,65,no_promoted
63083,Sales & Marketing,region_2,Master's & above,f,other,1,43,1,10,0,,no_promoted
33789,Technology,region_7,Bachelor's,m,sourcing,3,29,3,4,0,81,no_promoted
3540,Technology,region_22,Master's & above,f,sourcing,1,30,3,2,0,79,no_promoted
51292,HR,region_2,Bachelor's,f,other,1,49,5,22,0,50,no_promoted
137,Analytics,region_7,Master's & above,m,other,1,49,4,5,0,90,no_promoted
73204,Sales & Marketing,region_7,Master's & above,m,sourcing,1,36,2,5,0,48,no_promoted
73753,Procurement,region_10,Master's & above,m,sourcing,1,33,1,3,0,71,no_promoted
49737,Sales & Marketing,region_22,Master's & above,m,other,3,52,3,25,0,49,no_promoted
22462,Sales & Marketing,region_32,Bachelor's,f,other,1,29,,1,0,53,no_promoted
36905,Operations,region_7,Bachelor's,m,other,1,37,3,11,0,56,no_promoted
16004,Finance,region_22,Below Secondary,m,other,1,25,3,3,0,,no_promoted
10002,HR,region_2,Below Secondary,m,sourcing,1,24,,1,0,52,no_promoted
43176,Technology,region_7,Master's & above,f,referred,1,37,4,13,0,79,no_promoted
12538,Operations,region_14,Bachelor's,m,other,1,35,5,10,0,59,promoted
56140,Technology,region_13,Bachelor's,f,other,1,33,3,4,0,76,promoted
71196,Procurement,region_2,Bachelor's,f,sourcing,1,33,5,9,0,71,no_promoted
57893,Technology,region_2,Bachelor's,f,other,1,59,3,28,0,78,no_promoted
5640,Analytics,region_2,Bachelor's,m,sourcing,1,29,,1,0,88,no_promoted
41208,Operations,region_2,Bachelor's,f,other,1,38,2,8,0,59,no_promoted
55857,Operations,region_2,Bachelor's,m,sourcing,1,48,4,13,0,57,no_promoted
27907,Legal,region_11,Bachelor's,m,other,1,31,3,1,0,62,no_promoted
5933,Technology,region_5,Master's & above,f,sourcing,1,32,1,5,0,77,no_promoted
44678,Procurement,region_22,Bachelor's,m,other,3,24,3,2,0,63,no_promoted
48266,Technology,region_7,Master's & above,m,sourcing,2,37,5,5,0,77,no_promoted
46639,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,32,5,8,0,46,promoted
21523,Sales & Marketing,region_4,Bachelor's,m,other,1,31,3,2,0,48,no_promoted
32437,Operations,region_2,Bachelor's,m,sourcing,2,45,3,5,1,,no_promoted
65689,Sales & Marketing,region_2,Bachelor's,m,other,1,57,5,6,0,,no_promoted
73819,Operations,region_15,Master's & above,m,other,2,39,2,8,0,59,no_promoted
74019,Procurement,region_2,Master's & above,m,sourcing,1,42,1,4,0,70,no_promoted
76698,Operations,region_7,Bachelor's,f,other,1,45,3,4,1,65,promoted
70387,Operations,region_30,Master's & above,m,sourcing,1,41,3,3,0,,no_promoted
56162,Technology,region_27,Master's & above,f,sourcing,1,41,1,11,0,74,no_promoted
26260,Sales & Marketing,region_24,Master's & above,m,sourcing,1,34,1,7,0,50,no_promoted
53188,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,47,5,18,0,52,no_promoted
34074,Sales & Marketing,region_25,Master's & above,m,sourcing,1,33,5,7,0,51,no_promoted
38934,Operations,region_22,Master's & above,f,sourcing,1,48,3,15,0,69,promoted
39799,Operations,region_15,Bachelor's,m,other,1,34,4,3,0,60,no_promoted
40775,Sales & Marketing,region_1,Master's & above,m,other,1,35,5,4,0,47,no_promoted
41928,Analytics,region_1,Master's & above,m,sourcing,1,35,5,4,0,84,no_promoted
31364,Technology,region_15,Bachelor's,f,sourcing,2,26,3,2,0,79,no_promoted
25351,Sales & Marketing,region_14,Master's & above,m,sourcing,1,45,3,17,0,49,no_promoted
72690,Sales & Marketing,region_9,Master's & above,f,sourcing,1,31,3,1,0,54,no_promoted
11666,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,30,5,7,0,49,no_promoted
10167,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,46,1,5,0,50,no_promoted
43399,Operations,region_2,Bachelor's,f,other,1,60,5,4,0,56,no_promoted
72916,Operations,region_27,Bachelor's,m,other,1,44,5,11,0,55,no_promoted
19440,Technology,region_22,Master's & above,m,sourcing,3,35,3,3,0,86,no_promoted
55444,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,33,2,6,0,52,no_promoted
10360,Operations,region_6,Bachelor's,m,sourcing,1,38,4,8,0,55,no_promoted
66637,Technology,region_22,Master's & above,m,sourcing,1,39,3,5,0,80,no_promoted
63026,Sales & Marketing,region_26,Bachelor's,m,other,1,30,3,2,0,50,no_promoted
53981,Operations,region_5,Bachelor's,m,sourcing,1,31,,1,0,65,no_promoted
66248,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,57,4,3,0,50,no_promoted
73279,Sales & Marketing,region_2,Bachelor's,f,other,1,34,1,7,0,50,no_promoted
57365,Operations,region_2,Bachelor's,m,other,1,38,3,4,0,66,no_promoted
36691,Sales & Marketing,region_14,,m,other,1,24,,1,0,55,no_promoted
31987,Procurement,region_17,Master's & above,m,other,1,45,3,16,0,87,promoted
73265,Sales & Marketing,region_1,Master's & above,m,other,1,40,1,11,0,53,no_promoted
62530,Procurement,region_32,Bachelor's,m,other,2,32,3,3,0,70,no_promoted
52716,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,29,3,2,0,48,no_promoted
12930,Finance,region_2,Bachelor's,f,other,1,39,4,11,0,59,no_promoted
70371,Analytics,region_13,Bachelor's,m,sourcing,1,32,3,7,0,80,no_promoted
32774,Operations,region_2,Master's & above,m,other,2,57,4,7,0,58,no_promoted
78119,Procurement,region_11,Bachelor's,f,other,1,36,3,4,0,72,no_promoted
50338,Sales & Marketing,region_2,Bachelor's,m,other,1,34,1,5,0,46,no_promoted
64630,HR,region_22,Master's & above,f,other,1,33,5,7,0,50,no_promoted
1830,Technology,region_2,Master's & above,m,sourcing,1,39,2,4,0,81,no_promoted
60743,Finance,region_15,Bachelor's,f,sourcing,2,32,4,8,0,59,no_promoted
77734,Technology,region_2,Bachelor's,m,referred,1,31,3,6,0,77,no_promoted
51440,Sales & Marketing,region_22,Bachelor's,m,other,1,31,1,7,0,52,no_promoted
58579,Procurement,region_22,Bachelor's,f,other,1,25,3,3,0,68,no_promoted
38123,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,43,5,4,0,50,no_promoted
57033,Operations,region_2,Bachelor's,m,sourcing,1,25,,1,0,65,no_promoted
42513,Procurement,region_2,Master's & above,f,other,1,50,1,16,0,68,no_promoted
29146,Operations,region_22,Master's & above,m,other,3,32,3,4,0,64,promoted
72935,Finance,region_32,Bachelor's,m,sourcing,1,28,3,2,0,59,no_promoted
16889,Sales & Marketing,region_17,Bachelor's,m,other,1,32,1,5,0,51,no_promoted
6181,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,34,5,5,0,49,no_promoted
9025,Operations,region_16,Bachelor's,m,other,1,30,5,4,0,55,no_promoted
65024,Operations,region_7,Master's & above,f,sourcing,1,33,5,6,0,74,promoted
61874,Procurement,region_7,Master's & above,m,sourcing,2,46,4,19,0,70,no_promoted
30900,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,35,4,10,0,50,promoted
44381,Operations,region_7,Bachelor's,m,other,1,33,5,8,0,59,promoted
805,Operations,region_22,Bachelor's,m,sourcing,1,30,4,4,0,59,no_promoted
10468,Procurement,region_7,Bachelor's,m,sourcing,2,33,5,4,0,71,no_promoted
54127,Sales & Marketing,region_13,Bachelor's,m,other,1,28,4,5,0,52,no_promoted
63027,Technology,region_24,Master's & above,m,other,1,38,3,8,0,84,no_promoted
26944,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,34,2,7,0,49,promoted
6788,Sales & Marketing,region_2,,f,other,2,40,,1,0,51,no_promoted
51318,Procurement,region_31,Bachelor's,f,sourcing,2,30,3,5,0,73,no_promoted
30551,Operations,region_12,Bachelor's,f,sourcing,1,29,2,7,0,60,no_promoted
74141,R&D,region_26,Bachelor's,m,sourcing,1,30,3,3,0,83,no_promoted
16399,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38,4,10,0,50,no_promoted
10389,Operations,region_7,Bachelor's,m,other,3,40,3,11,0,60,no_promoted
15369,Analytics,region_22,,f,other,1,29,4,5,0,86,no_promoted
41337,HR,region_2,Master's & above,f,sourcing,1,53,4,25,0,47,no_promoted
633,Sales & Marketing,region_17,Bachelor's,f,sourcing,1,26,3,2,0,49,no_promoted
30155,Analytics,region_32,Bachelor's,m,other,2,28,,1,0,82,no_promoted
59337,Analytics,region_22,Master's & above,m,sourcing,1,26,,1,0,84,no_promoted
3968,Procurement,region_10,Bachelor's,m,other,1,28,3,4,0,65,no_promoted
1709,HR,region_7,Bachelor's,f,sourcing,1,30,3,3,0,51,no_promoted
1588,Operations,region_15,Master's & above,m,other,1,59,4,4,0,56,no_promoted
573,R&D,region_22,Bachelor's,f,other,1,29,,1,0,86,no_promoted
24750,Technology,region_14,Bachelor's,m,sourcing,1,31,3,4,0,83,no_promoted
9098,Procurement,region_7,Bachelor's,f,other,1,26,3,2,0,69,no_promoted
41768,Operations,region_19,Master's & above,f,sourcing,1,37,3,10,0,62,no_promoted
43660,Operations,region_8,Bachelor's,f,sourcing,1,25,3,1,0,62,no_promoted
8027,Technology,region_31,Bachelor's,m,other,1,27,2,3,0,78,no_promoted
15774,Operations,region_2,Master's & above,m,sourcing,1,39,4,10,0,60,no_promoted
4857,Analytics,region_28,Bachelor's,m,other,1,36,5,3,0,91,promoted
58988,Procurement,region_23,Master's & above,m,other,2,35,5,6,0,91,promoted
54550,Technology,region_8,Bachelor's,f,other,1,28,,1,0,81,no_promoted
31552,Sales & Marketing,region_21,Bachelor's,m,other,1,30,,1,0,50,no_promoted
76968,Procurement,region_22,Master's & above,m,sourcing,1,37,5,9,0,75,no_promoted
73203,Technology,region_28,Master's & above,m,sourcing,2,35,1,9,0,80,no_promoted
60095,Sales & Marketing,region_28,Master's & above,f,other,1,30,1,5,0,54,no_promoted
6731,R&D,region_29,Bachelor's,m,sourcing,1,30,5,1,0,96,promoted
39725,Technology,region_2,Bachelor's,m,other,1,45,4,3,0,83,no_promoted
70021,Procurement,region_23,Master's & above,m,other,1,36,3,7,0,71,no_promoted
22958,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,37,3,4,0,50,no_promoted
21955,Procurement,region_2,Bachelor's,f,sourcing,2,39,3,4,0,73,no_promoted
72984,Operations,region_19,Bachelor's,m,other,1,37,5,6,0,59,no_promoted
63667,Procurement,region_26,Bachelor's,m,other,1,28,,1,0,82,promoted
4147,Procurement,region_22,Master's & above,m,sourcing,1,40,3,12,0,70,no_promoted
28714,Sales & Marketing,region_3,Bachelor's,m,other,1,30,5,3,0,52,no_promoted
51959,Operations,region_31,Master's & above,m,other,1,36,4,7,0,56,no_promoted
68716,Sales & Marketing,region_15,Bachelor's,f,other,1,27,2,4,0,57,no_promoted
30802,Operations,region_11,Bachelor's,f,other,1,29,1,4,0,57,no_promoted
34542,Technology,region_2,Bachelor's,f,sourcing,7,31,3,5,0,82,no_promoted
32970,Procurement,region_22,Master's & above,m,other,1,36,4,7,0,67,no_promoted
10936,Operations,region_12,Bachelor's,m,other,1,30,4,4,0,57,no_promoted
20326,Analytics,region_28,Master's & above,m,other,2,32,3,6,0,86,no_promoted
38445,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,29,5,2,0,50,no_promoted
18621,Sales & Marketing,region_2,Bachelor's,f,other,1,29,,1,0,,no_promoted
10345,Sales & Marketing,region_22,Master's & above,m,other,2,38,1,8,0,47,no_promoted
25834,Procurement,region_2,Master's & above,f,other,1,51,3,15,0,71,no_promoted
333,Finance,region_22,Master's & above,m,other,1,32,3,8,0,58,no_promoted
28850,Technology,region_14,Master's & above,f,sourcing,1,36,3,5,0,83,no_promoted
61888,Operations,region_15,Bachelor's,m,sourcing,2,30,5,5,0,57,no_promoted
30928,Finance,region_26,Bachelor's,f,sourcing,1,26,3,5,0,56,no_promoted
21230,R&D,region_7,Bachelor's,m,sourcing,2,32,5,3,0,83,promoted
22445,Sales & Marketing,region_30,Bachelor's,m,other,2,26,3,3,0,50,no_promoted
57206,Analytics,region_28,Bachelor's,m,sourcing,1,30,4,2,0,83,no_promoted
57587,Sales & Marketing,region_6,Bachelor's,f,other,1,28,1,2,0,50,no_promoted
29950,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,40,3,18,0,55,promoted
1825,Legal,region_2,Bachelor's,m,other,1,33,1,6,0,66,no_promoted
5272,Operations,region_2,Below Secondary,f,sourcing,1,24,,1,0,73,promoted
49389,Legal,region_27,Below Secondary,m,other,1,27,,1,0,59,no_promoted
66875,Operations,region_29,Bachelor's,m,sourcing,1,30,4,2,0,,no_promoted
51071,Sales & Marketing,region_4,Master's & above,f,sourcing,1,37,3,9,0,44,no_promoted
62499,Operations,region_2,,f,other,1,33,3,9,0,58,no_promoted
4566,Analytics,region_2,Bachelor's,m,other,2,31,3,2,0,84,no_promoted
77674,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,43,3,3,0,48,no_promoted
70679,Sales & Marketing,region_2,Master's & above,f,other,1,39,1,10,0,52,promoted
20516,Sales & Marketing,region_2,,m,other,1,24,3,2,1,81,promoted
45145,Procurement,region_4,Master's & above,m,other,1,41,2,12,0,71,no_promoted
45721,R&D,region_4,Master's & above,m,other,1,35,5,4,0,85,no_promoted
52241,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,24,,1,0,49,no_promoted
23337,Sales & Marketing,region_1,Master's & above,m,sourcing,3,33,2,7,0,53,no_promoted
8386,Sales & Marketing,region_17,Master's & above,m,other,1,35,3,3,0,47,no_promoted
70491,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,2,8,1,50,no_promoted
23241,Procurement,region_15,Bachelor's,m,other,1,29,3,2,0,68,no_promoted
54003,Sales & Marketing,region_6,Bachelor's,m,other,1,28,5,2,0,50,no_promoted
24843,Operations,region_2,Master's & above,f,other,1,48,5,15,0,,no_promoted
35222,Technology,region_2,Bachelor's,m,other,1,31,3,3,0,79,no_promoted
47183,Sales & Marketing,region_1,Bachelor's,m,other,1,26,1,3,0,50,no_promoted
22660,Sales & Marketing,region_27,,m,sourcing,2,24,,1,0,47,no_promoted
11943,Technology,region_27,Bachelor's,f,referred,1,30,,1,0,76,no_promoted
57744,Operations,region_8,Master's & above,f,sourcing,1,38,3,2,0,,no_promoted
29142,Sales & Marketing,region_31,,m,sourcing,1,27,5,3,0,49,no_promoted
15620,Technology,region_2,Master's & above,f,other,1,49,1,24,0,77,no_promoted
44301,Technology,region_11,Bachelor's,f,other,1,32,,1,0,80,no_promoted
24875,Operations,region_34,Bachelor's,m,other,1,26,,1,0,65,no_promoted
61614,Sales & Marketing,region_2,Bachelor's,f,other,1,35,5,7,0,48,no_promoted
73393,Finance,region_2,Bachelor's,f,other,2,46,3,3,0,59,no_promoted
27459,Procurement,region_22,Master's & above,m,other,1,34,2,6,0,69,no_promoted
27533,Finance,region_22,Bachelor's,f,sourcing,2,30,1,3,0,59,no_promoted
47584,Procurement,region_2,,f,sourcing,1,53,1,11,0,67,no_promoted
